id,text,sentiment,lang,created_at,location_id,user_id
1,"ايه الأكل 😜",0,ar,"2015-08-16 21:41:13 +0000",,1
2,"RT @nitishuna: @LasVegasChicas @I_luv_reds @DimondLadies @SiliconEros @herby2121 @hughcox69 @VxExx @Swt_Red @tthumb9090 @raggdoll_98 http:/…",0,und,"2015-08-16 21:41:13 +0000",,2
3,"إنّ العرب إذا تغلبوا على أوطان أسرع إليها الخراب والسبب في ذلك أنها أمة وحشية بإستحكام عوائد التوحش وأسبابه فصار لهم خلقة وجبلة

- ابن خلدون",0,ar,"2015-08-16 21:41:13 +0000",,3
4,"RT @moonmona7: لن الومك على رِحيلك ...
فَـقٌـدْ رِحلت  لأٌنـَي ْ اَشٌـبَـعـتك ٌ حبآ حـتى  أكتفيت. .. http://t.co/ceD9aTiFfI",0,ar,"2015-08-16 21:41:13 +0000",,4
5,"@16_Pirates any shots?",0,en,"2015-08-16 21:41:13 +0000",,5
6,"RT @Cancer_gk: A #Cancer may act shy and quiet, but will adamantly defend a loved one against outsiders.",2,en,"2015-08-16 21:41:13 +0000",,6
7,"@1voodoochild thanks for the follow💯",2,en,"2015-08-16 21:41:13 +0000",,7
8,"""shitting on otherkin is ablist and transphobic as fuck"" ????",0,en,"2015-08-16 21:41:13 +0000",,8
9,"112 #MTVHottest Britney Spears",0,en,"2015-08-16 21:41:13 +0000",,9
10,"RT @Gggb769Gggb: هناك ضربه موجه  ستكون في عمق الخليج. 
ستغير مجريات  الاحداث 
ماعليكم سوا الصبر والانتصار. والايام بيننا لمن ستكون الغلبه. …",0,ar,"2015-08-16 21:41:13 +0000",,10
11,"RT @BestofPisces: #Pisces won't always call you out on your bullshit, but trust me, they DO see it.",1,en,"2015-08-16 21:41:13 +0000",,11
12,"これ、これ！！！
まじで50万楽勝だったwww
　　【http://t.co/Q6oJ3LxKKO】",0,ja,"2015-08-16 21:41:13 +0000",,12
13,"@tenu_san 実習です寝れません…",0,ja,"2015-08-16 21:41:13 +0000",,13
14,"RT @TanBiitches: PREACH http://t.co/08TTjh7G01",0,en,"2015-08-16 21:41:13 +0000",,14
15,"Boooa noiiiite,

Converso com Deus porque sei que Ele se importa. 󾌧󾍇󾌵",0,pt,"2015-08-16 21:41:13 +0000",,15
16,"amk filmi beynimin içine etti ya düşünemiyorum şu an....",0,tr,"2015-08-16 21:41:13 +0000",,16
17,"RT @PerfectBaits: http://t.co/9Y8VAB9Gbq",0,und,"2015-08-16 21:41:13 +0000",,17
18,"RT @quotes4writers: Elie Wiesel: Words can sometimes, in moments of grace, attain the quality of deeds. | #writingtips #writing #amwriting",0,en,"2015-08-16 21:41:13 +0000",,18
19,"RT @marcusbrando: Tô carente de money",0,pt,"2015-08-16 21:41:13 +0000",,19
20,"ふぅ。ねみ",0,ja,"2015-08-16 21:41:13 +0000",,20
21,"تستحم و يصورها و هي خجلانا جديددددد + الصور &lt;&lt; فلم سكس عرب نار &gt;&gt;http://t.co/sx6PIWgtJw اضغط على الاعلان لمشاهدة الفيلم",0,ar,"2015-08-16 21:41:13 +0000",,21
22,"RT @ana_auryneer: Voy a subir 15 fotos de David (2)
Recuerda: cada rt un voto

#VideoVeranoMTV auryn http://t.co/uPrYaZESw4",0,es,"2015-08-16 21:41:13 +0000",,22
23,"RT @AcostaCelu: Ella me stalkea ♡ 

Te amo rubea @aldii_leiva",0,it,"2015-08-16 21:41:13 +0000",,23
24,"самый любимый вайн с лм, где они говорят: лав ю.
я прям чувствую, что мои девочки говорят это мне",0,ru,"2015-08-16 21:41:13 +0000",,24
25,"@ShivamDRao are you dumb blud.... You have missed more games than me and you are missing the most crucial bit",-7,en,"2015-08-16 21:41:13 +0000",,25
26,"RT @PolloVignolo: Coincido plenamente señor gambeta  https://t.co/yuDxGFeCma",0,es,"2015-08-16 21:41:13 +0000",,26
27,"ربي ارحمهما كما ربياني صغيرا
http://t.co/lLjXz7VPln",0,ar,"2015-08-16 21:41:13 +0000",,27
28,"Naging malake ung uniform ko dahil sa buhol ko 😂😂",0,tl,"2015-08-16 21:41:13 +0000",,28
29,"RT @oihanamarre: PTDDDDDDDDR LE PAUVRE http://t.co/HUvnDpgggb",0,fr,"2015-08-16 21:41:13 +0000",,29
30,"RT @imamoglu53: Şerefsiz,alçaklar!

#SavaşYokTemizlikYapıyoruz http://t.co/EWD2NBEqJT",0,tr,"2015-08-16 21:41:13 +0000",,30
31,"#nature 🌲🌳 http://t.co/tpHHZnwc7L",0,und,"2015-08-16 21:41:13 +0000",,31
32,"Et qui arrive dans la soirée? Jessy matador @JessyHereil",0,fr,"2015-08-16 21:41:13 +0000",,32
33,"@Emanshow14 u have to cuff if you want to keep Netflix and chilling",0,en,"2015-08-16 21:41:13 +0000",,33
34,"Kısa şortla namusunu, taktığın küpeyle erkekliğini ölçen bir millet olduğumuzdan bizden bir bok olmaz.Açık ve net..",0,tr,"2015-08-16 21:41:13 +0000",,34
35,"112 #MTVHottest Britney Spears",0,en,"2015-08-16 21:41:13 +0000",,9
36,"貴様のことを考える精気もとい性器がみなぎってくるぞぉ！セイバーに抱きつくキモい英雄王ｗｗｗわれもはじめては貴様に捧げるぞ♡いやわたし処女じゃないんだけど…かわいそうだから黙っておく… http://t.co/kyAfZfje9M http://t.co/KcLcS3TFZ7",0,ja,"2015-08-16 21:41:13 +0000",,35
37,"@GalatasaraySK @Fenerbahce @ultrAslan @AliSamiYenSokak @12numaraorg http://t.co/0lJeTT62SC",0,und,"2015-08-16 21:41:13 +0000",,36
38,"RT @Juaninosente: @GabrielAlcas feliz cumpleaños a ti que tengas un dia ignolvidable mis mejores deseos",0,es,"2015-08-16 21:41:14 +0000",,37
39,"RT @CloydRivers: I’m afraid of a world full of people who were given a trophy just for participatin’. James Harrison is the GOAT. http://t.…",-2,en,"2015-08-16 21:41:14 +0000",,38
40,"RT @norobu: 久方ぶりのナナナ氏から〜の。。。 http://t.co/Nix3bXffn1",0,ja,"2015-08-16 21:41:14 +0000",,39
41,"bahasa Suomi adalah bahasa yang sulit, ia adalah bahasa tersulit kedua setelah bahasa Magyar (Hungaria).",0,in,"2015-08-16 21:41:14 +0000",,40
42,"RT @EverywherewithH: QUANDO REALIZZI CHE ZAYN E I RAGAZZI SONO NELLA STESSA CATEGORIA:

 #TeenChoiceAwards http://t.co/xbJ57hNkzB",0,it,"2015-08-16 21:41:14 +0000",,41
43,"Não vou ver o jogo 😭",0,pt,"2015-08-16 21:41:14 +0000",,42
44,"RT @qertyui5521: ابدآآآآع
تغريدها رووووعة
تستحق المتابعة
تابعوها ولن تطفشوامن تغريدها
ع فكرةمتاابعني المتابعة مجاناً
ولن تخسروا شيئاً https…",0,ar,"2015-08-16 21:41:14 +0000",,43
45,"I'm starving I can't wait to leave work and eat Wing Barn 😋🍗",-3,en,"2015-08-16 21:41:14 +0000",,44
46,"@morgancollins42 I don't like you",2,en,"2015-08-16 21:41:14 +0000",,45
47,"Ojala y mañana me toque itsa.",0,es,"2015-08-16 21:41:14 +0000",,46
48,"@JAMIEGotDatBOMB don't disrespect jimin like this! lol jk bambam is so adorable when he is not doing the whip",6,en,"2015-08-16 21:41:14 +0000",,47
49,"Vamos a ver hasta donde aguantamos.",0,es,"2015-08-16 21:41:14 +0000",,48
50,"La Final Es TUYA Eizaguirre
La Final Es TUYA Eizaguirre
La Final Es TUYA Eizaguirre
@FranEizaguirre",0,es,"2015-08-16 21:41:14 +0000",,49
51,"好きな事して幸せならいいのかもしれないけど、私には理解出来ない範囲",0,ja,"2015-08-16 21:41:14 +0000",,50
52,"Tá na hora de parar de pensar em você ...",0,pt,"2015-08-16 21:41:14 +0000",,51
53,"You really gotta be careful who you trust.",2,en,"2015-08-16 21:41:14 +0000",,52
54,"日本聖書協会ホームページの検索ページで、詩篇110篇を調べる場合、
書名選択は、「詩編」、
章選択は、「110」と入力すると、聖書の内容が見られます。
http://t.co/kKZ6tblwDR　#古楽の楽しみ",0,ja,"2015-08-16 21:41:14 +0000",,53
55,"Lomanchenko Still on Path For Fall Bout, Possibly on HBO - Boxing News http://t.co/vmqcM4M0P5",0,en,"2015-08-16 21:41:14 +0000",,54
56,"RT @RafaCebulski: @SuellenRenata_ kkkkkkkkk mas é diferente vc nao sabe nem o que é bola acho",0,pt,"2015-08-16 21:41:14 +0000",,55
57,"Jennifer Lawrence 〄 #HappyBirthdayJenniferLawrence. 15082015 ⌧ mdd/jenniferlawrence | BΞST about j.law 💾 http://t.co/ZxL24qP3Ao",0,fr,"2015-08-16 21:41:14 +0000",,56
58,"@pau_aguilar25 obligado a verlo por ahí",0,es,"2015-08-16 21:41:14 +0000",,57
59,"RT @piercetheveil: Summer sunset portrait vibes w/ @piercethevic. Photo By: @GRAHAMFIELDER http://t.co/nOc6GNvEZT",0,en,"2015-08-16 21:41:14 +0000",,58
60,"(فسبح بحمد ربك واستغفره إنه كان توابا) [النصر:3] http://t.co/xxnqoF8IrC",0,ar,"2015-08-16 21:41:14 +0000",,59
61,"@GentedePaz1940 lo que stamos es rodeados de sinverguenzas ke con tal de que salga su nombre en los periodicos son capaces de cualkier cosa",0,es,"2015-08-16 21:41:14 +0000",,60
62,"RT @marca: #UltimaHora Mancini confirma la salida de Kovacic http://t.co/sIuWKL41Oj http://t.co/xfzpfnUwEd",0,es,"2015-08-16 21:41:14 +0000",,61
63,"#InCaseYouMissThis: Photos: Mr Ibu Acquires New Mansion In Lagos -  Nollywood legendary comic actor, Mr Ibu... http://t.co/Us33owkk9m",0,in,"2015-08-16 21:41:14 +0000",,62
64,"RT @mdmx516: Twitter ReTweet to Win CallofDuty®: Black Ops 3... | Community https://t.co/RCfYSQo1st",0,en,"2015-08-16 21:41:14 +0000",,63
65,"RT @1DUpdates_BOL: Por fin Louis es mas grande de Harry...

#MTVHottest One Direction http://t.co/v3LPXsbtdj",0,fr,"2015-08-16 21:41:14 +0000",,64
66,"#d23expo that's a wrap!! https://t.co/rfcU1KHkhE",0,en,"2015-08-16 21:41:14 +0000",,65
67,"@yeol_zhisui 
あのあとフィソンさんとウェーイってなってた…別のコンサートかな？多分！ http://t.co/XfJYYh9FgW",0,ja,"2015-08-16 21:41:14 +0000",,66
68,"RT @ArbitraryVlog: Why does it have to be so hot?! 😰🔥",0,en,"2015-08-16 21:41:14 +0000",,67
69,"RT @krisoliveirab: internet do satanás",0,pt,"2015-08-16 21:41:14 +0000",,68
70,"@caiocesarvaz mentira te amo",0,pt,"2015-08-16 21:41:14 +0000",,69
71,"déjà Hind my surprise elle va te Kinder",0,fr,"2015-08-16 21:41:14 +0000",,70
72,"Gente. O que é MONAROUIA? É de comer? https://t.co/ot8Qx7TEhT",0,pt,"2015-08-16 21:41:14 +0000",,71
73,"M.T.A. N.Y.C. Subways:  6 Train normal services resumed at 68th St.-Hunter College #traffic http://t.co/DY2wZwtr2B",0,en,"2015-08-16 21:41:14 +0000",,72
74,"RT @selenanatomyy: Izzex ♥ http://t.co/5ojkowdKUQ",0,hu,"2015-08-16 21:41:14 +0000",,73
75,"RT @DACsLR: The farmers have been busy! Rural #Dorset its best. #Dorset http://t.co/fbrH27Rq3e",0,en,"2015-08-16 21:41:14 +0000",,74
76,"1994 Fleer DERRICK ALEXANDER Cleveland Browns Rookie Exchange Card http://t.co/47GbxKd7ZM #cleveland #browns #football",0,en,"2015-08-16 21:41:14 +0000",,75
77,"@naoquerodroga que moca ? ahahaha",0,it,"2015-08-16 21:41:14 +0000",,76
78,"ربي ارحمهما كما ربياني صغيرا
http://t.co/KqSpAzX6fT",0,ar,"2015-08-16 21:41:14 +0000",,77
79,"E se fosse um idoso? Comovia alguém!?! Gerava a mesma ""onda de solidariedade""?!? https://t.co/XWoBGwFxjS",0,pt,"2015-08-16 21:41:14 +0000",,78
80,"＠akiz1ki 新しいツイートを投稿しました August 17, 2015 at 06:40AM 1",0,ja,"2015-08-16 21:41:14 +0000",,79
81,"STAR WARS POSTER Group Cast RARE HOT NEW 24x36 - Full read by eBay http://t.co/ZFGPdXLkD6 http://t.co/I7QFWcaJRn",0,en,"2015-08-16 21:41:14 +0000",,80
82,http://t.co/h2VZ9QnyEA,0,und,"2015-08-16 21:41:14 +0000",,81
83,"RT @jdssmile: ¿quien tiene Future en el celular y me la pueda enviar por wsp? No me deja descargar y me desespero ahr #MTVHottest Justin Bi…",0,es,"2015-08-16 21:41:14 +0000",,82
84,"RT @gitmiyorsun: hâlâ tüm güzel şeyleri sana biriktiriyorum.",0,tr,"2015-08-16 21:41:14 +0000",,83
85,"Burslu öğrenci baskısı
http://t.co/zZn4md6Sy7 http://t.co/5keytoe6g3",0,tr,"2015-08-16 21:41:14 +0000",,84
86,"全身バッキバキだけど会社行く。",0,ja,"2015-08-16 21:41:15 +0000",,85
87,"349 #MTVHottest Justin Bieber",0,en,"2015-08-16 21:41:15 +0000",,86
88,"RT @skyhigh095: I'll be back don't worry 😉😁👍🏽 https://t.co/4VrY6gRJsr",-3,en,"2015-08-16 21:41:15 +0000",,87
89,"@MLSAnalyst .....................................Keano",0,es,"2015-08-16 21:41:15 +0000",,88
90,"RT @CreateMusicRec: Next release on @CreateMusicRec @DJLange @StephenKirkwood #Weaponized! #Trance #tranceFamily https://t.co/aOTfRG6okc",0,en,"2015-08-16 21:41:15 +0000",,89
91,"RT @halalcorner: Ya Razak, cukupkanlah kami dengan rizki yang Halal, jauhkan kami dari yg syubhat dan Haram",0,in,"2015-08-16 21:41:15 +0000",,90
92,"«Обернувшись в красный флаг, пошел на таможеников с криком «Мы чемпионы!» - http://t.co/di7P9Doa6R",0,ru,"2015-08-16 21:41:15 +0000",,91
93,"Эквадорских полицейских обстреляли при разгоне митинга",0,ru,"2015-08-16 21:41:15 +0000",,92
94,"349 #MTVHottest Justin Bieber",0,en,"2015-08-16 21:41:15 +0000",,93
95,"RT @kurt9119: “@mamypo: “@porn123_gay: If it happens outdoors it’s not queer, it’s nature. http://t.co/JGFkgHiV5h””😛😋😜👅💦💦",0,en,"2015-08-16 21:41:15 +0000",,94
96,"RT @3jsb824: 今日はぷりんとそらと途中からみゆとオケ行った～♡
楽しかったぁ～♥
りんまにめっちゃ可愛い女の子いた😋💜
可愛すぎだね♡
誰かさんは人のケータイで自撮りしてたし( ￣▽￣)
とりま、たのでした♥
今度ははるもね♡ http://t.co/lDHihlR…",0,ja,"2015-08-16 21:41:15 +0000",,95
97,"RT @brianisagelan: В России уничтожают первую партию санкционных продуктов",0,ru,"2015-08-16 21:41:15 +0000",,96
98,"Rivaldo podría seguir jugando: Según ha informado la ESPN, el brasileño medita continuar su carrera futbolísti... http://t.co/RyRJBnAoil",2,es,"2015-08-16 21:41:15 +0000",,97
99,"RT @dreamluanr: feliz era quem tava na plateia nossa se fosse eu lá LuanSantanaNoFaustão #MPN #ESCREVEAI",0,pt,"2015-08-16 21:41:15 +0000",,98
100,"RT @kero_jiji: 皆さん薄々感じてるだろうが
川内原発に影響を及ぼす火山災害が起きた場合
鹿児島県の行政側の施設や都市部が先に甚大な被害を受ける訳で、その上での原発事故となったら、県行政は手一杯
その状態での対応が川内市に求められる
対応可能？まず無理な話だよ
そん…",0,ja,"2015-08-16 21:41:15 +0000",,99
101,"@5SOS_Daily someone help. Who's their stylist? ?? 😍 😘 💜 😏",0,en,"2015-08-16 21:41:15 +0000",,100
102,"RT @RelatableQuote: could listen to this all day, he killed it
http://t.co/o7YOzWIv8H",-3,en,"2015-08-16 21:41:15 +0000",,101
103,"Palazo! de Pabón.",0,es,"2015-08-16 21:41:15 +0000",,102
104,"「あ～和田アキ子殺してえ」発言から3年　“普通の女”に戻った鬼束ちひろ　毒気が抜ける http://t.co/xRMzWKXT1i",0,ja,"2015-08-16 21:41:15 +0000",,103
105,"349 #MTVHottest Justin Bieber",0,en,"2015-08-16 21:41:15 +0000",,93
106,"@sirato_ おはちゅー",0,ja,"2015-08-16 21:41:15 +0000",,104
107,"I'm at Terminal de Buses Viña del Mar in Viña del Mar, Región de Valparaíso https://t.co/9suvbD7SRu",0,es,"2015-08-16 21:41:15 +0000",1,105
108,"RT @josephituquqap: Жерар Пике: ""У нас есть 90 минут на ""Ноу Камп"" &amp;ndash; я верю""",0,ru,"2015-08-16 21:41:15 +0000",,106
109,"RT @Konsantrasyon06: Erdoğan,""Teröriste Terörist Diyemeyen Teröristin Ortağıdır"" Demiş...
Vallahi Doğru Söylemiş..!
@34fuzuli34 @vasataga h…",0,tr,"2015-08-16 21:41:15 +0000",,107
110,"RT @TrumanProject: It's been the #1 ""Most Read"" piece on the @DefenseOne website all weekend. Check it out for yourself: http://t.co/kD0WoU…",0,en,"2015-08-16 21:41:15 +0000",,108
111,"A very easy win: http://t.co/q72EAoQ9IS via @YouTube",1,en,"2015-08-16 21:41:15 +0000",,109
112,"@PaolaEtsuko @SenpaiEsMio @StivenVigil @SenpaiYS JHON estas acabado http://t.co/6NoC5kJzyC",0,pt,"2015-08-16 21:41:15 +0000",,110
113,"RT @francisca_m1021: A dormir é que eu estou bem",0,pt,"2015-08-16 21:41:15 +0000",,111
114,"RT @GeneMcVay: We will soon learn if the FBI is a law enforcement agency or just another arm of the Obama Political Machine?... http://t.co…",0,en,"2015-08-16 21:41:15 +0000",,112
115,"الفيلم كامل هنا http://t.co/X1gRSO6YOr http://t.co/LGhWjvtKoj http://t.co/ISHlZUzPIs",0,ar,"2015-08-16 21:41:15 +0000",,113
116,"خليجية تنتاج من الكس..http://t.co/EoSrGpdsDS

ممحونه
روابط_سكس
سكس_اجنبي
LODN http://t.co/580RXymiVk",0,ar,"2015-08-16 21:41:15 +0000",,114
117,"RT @_AB92: @amjadt25 @adashtimp  لاعدمنا يمناك يا البطل امجد طه ليت كل العرب مثلك و الصفوي نقوله ( قل موتوا بغيظكم إن الله مخرج ما كنتم تكت…",0,ar,"2015-08-16 21:41:15 +0000",,115
118,"RT @Deculture_es: 'Disney Infinity 3.0' recibe a 'Kingdom Hearts' de brazos abiertos (http://t.co/jOJBiRcetN) #disney #kingdomhearts http:/…",0,en,"2015-08-16 21:41:15 +0000",,116
119,"http://t.co/CebknAsb8F #2633 CoSaMo Love Your Color 775 Light Ash Brown (Compared to Loving Care)- 6 Pack http://t.co/YWS36mKvFO",0,en,"2015-08-16 21:41:15 +0000",,117
120,"RT @chaarladamss: NEED TO CLOTHES SHOP",0,en,"2015-08-16 21:41:15 +0000",,118
121,http://t.co/C0vXimaqs2,0,und,"2015-08-16 21:41:15 +0000",,119
122,"RT @abueleas3919: "" ما زال العلم يهتف بالعمل وإلا ارتحل "" #الإمام_الغزالي #TDArab @RTwit_1 #nlpnote RTwit #شكرا_علي… http://t.co/Ms0UfhEFIF",0,ar,"2015-08-16 21:41:15 +0000",,120
123,"ミズー♪",0,ja,"2015-08-16 21:41:16 +0000",,121
124,"素人ながら、曲を考えてみるのですが、なかなか上手くいきません(^_^;) 今日は、ニコニコで自分のページの投稿見るとこから自分の動画見る、をしていたのですが、おかしいなと繰り返したら毎回再生ボタン押してないのに1カウント上がる、、、気のせいだろうか、、、",0,ja,"2015-08-16 21:41:16 +0000",,122
125,"@kc_shuffle_r18 
むむぅ",0,ja,"2015-08-16 21:41:16 +0000",,123
126,"Who else wants a 264 word apology? I'm in a apologetic mood.",0,en,"2015-08-16 21:41:16 +0000",,124
127,"RT @jyotikamboj: @Gurmeetramrahim #GarvDiwasOfGreenS bless us all pita g 4 gud day :) http://t.co/Uxj6cGUFHN",2,en,"2015-08-16 21:41:16 +0000",,125
128,"RT @cmb_jalooo: My Dad say he Cancer Free 🙌👏😂 http://t.co/T0fQeUSOFl",0,en,"2015-08-16 21:41:16 +0000",,126
129,"RT @LeslieSolis_: Swimming sounds so good 😍",3,en,"2015-08-16 21:41:16 +0000",,127
130,"RT @popova_666: День, в котором мне больше не больно так и не наступил",0,ru,"2015-08-16 21:41:16 +0000",,128
131,"RT @camilacabello97: @taylorswift13 I LOVE YOU",0,en,"2015-08-16 21:41:16 +0000",,11
132,"RT @kptoxic: eu sou do tipo que te chama pra sair e se vc não tiver dinheiro eu pago tudo pra vc",0,pt,"2015-08-16 21:41:16 +0000",,129
133,"RT @RetweetOrFavMe: Retweet if you didn't😂😂😂😂 http://t.co/VgTcBC4bfs",0,en,"2015-08-16 21:41:16 +0000",,130
134,"RT @takapomichan: #famさん繋がりませんかRTで気になった人お迎えいきます 

田﨑敬浩💗登坂広臣

▶︎Osaka
▶︎98line
▶︎0626.0805.0806
▶︎0911.1204

⚠️濃くなれる人、初めだけ❌ http://t.co/Smzi…",0,ja,"2015-08-16 21:41:16 +0000",,131
135,""" I DROPPED MY FUCKING PILLOW """,0,en,"2015-08-16 21:41:16 +0000",,132
136,"RT @97O9OI__: 150816 SUMMER SONIC TOKYO
#방탄소년단 #슈가 #제이홉 http://t.co/Tadd5KHS6U",0,en,"2015-08-16 21:41:16 +0000",,133
137,"A rainha Erika Ervin é pisciana",0,pt,"2015-08-16 21:41:16 +0000",,134
138,"Só a ana p ajuda",0,pt,"2015-08-16 21:41:16 +0000",,135
139,"RT @getaboveaverage: Addicted to that feeling that comes from achievement and progress. Always moving forward.",1,en,"2015-08-16 21:41:16 +0000",,136
140,"RT @Lushovah: John is such a gentleman. He's carrying her ass http://t.co/Yz1GEKfJFd",-4,en,"2015-08-16 21:41:16 +0000",,137
141,"@DepressedRodent @GroovySciFi This was the night that spawned The Pink Panther 2 craze.",0,en,"2015-08-16 21:41:16 +0000",,138
142,"@_DaftProd t'façon, c'est pas le fait d'avoir une meuf le problème, c'est plus compliqué ^^'",0,fr,"2015-08-16 21:41:16 +0000",,139
143,"RT @wordsporns: Everyone you meet has something to teach you.",0,en,"2015-08-16 21:41:16 +0000",,140
144,"RT @drewiebr: @irsalope ça svoit de ton prénom",0,fr,"2015-08-16 21:41:16 +0000",,141
145,"Mens New Arcteryx Covert Jacket Size Small Color Black at Tactical Gear Zone http://t.co/EDw4utgRIQ #arcteryx #hiking #camping",0,en,"2015-08-16 21:41:16 +0000",,142
146,"August 17, 2015 at 06:40AM http://t.co/clJ8CpKlkj",0,en,"2015-08-16 21:41:16 +0000",,143
147,"Unique #gift creations http://t.co/SVA6JnM69z #взаимный #promomyshop #art #toronto #vancouver #QPQ #Creative #floral #ЧитаюВзаимно 84",0,en,"2015-08-16 21:41:16 +0000",,144
148,"RT @GiyimKadro: #GİYİMögretmenleriHALKEGİTİMDEgörevalmakistiyor
@hmzaydg @Yusuf__Tekin http://t.co/Z1YTw2JMOd",0,und,"2015-08-16 21:41:16 +0000",,145
149,"@6__Nemtyrev обрился? Ахаха",0,ru,"2015-08-16 21:41:16 +0000",,146
150,"cara eu sou peixes, só pode ser :( https://t.co/TnSbwDjk6e",0,pt,"2015-08-16 21:41:16 +0000",,147
151,"RT @grazihart: @danillogringo Eu amo você, amo seus cuidados, e eu sou louca por você!!",0,pt,"2015-08-16 21:41:16 +0000",,148
152,"@Spruke Any chance for a follow? 😊 It means so much for me! I love you. ❤️",5,en,"2015-08-16 21:41:16 +0000",,149
153,"@Srtaferrax mijo guaraná por ela shaushaushau",0,pt,"2015-08-16 21:41:16 +0000",,150
154,"واحلى فيلم سحاق..http://t.co/4KZQrQRvRd

خلفي
قحبه
مقاطع_سكس
RIHH http://t.co/yFU0VdufpU",0,ar,"2015-08-16 21:41:16 +0000",,151
155,"RT @RoministaJezz: TODOS CON ROMINA k",0,pt,"2015-08-16 21:41:16 +0000",,152
156,"RT @theversion: Sources have told http://t.co/AMNX7hAfp9 #justinbieber will premiere his new single at the VMAs. #TheVersion http://t.co/ZX…",0,en,"2015-08-16 21:41:16 +0000",,153
157,"I feel sorry for children and babies whose photos get plastered on social media but have no say/choice in the matter, doesn't seem fair ✋🏼",0,en,"2015-08-16 21:41:16 +0000",,154
158,"RT @GiyimKadro: #GİYİMögretmenleriHALKEGİTİMDEgörevalmakistiyor
@hmzaydg @Yusuf__Tekin http://t.co/Z1YTw2JMOd",0,und,"2015-08-16 21:41:16 +0000",,155
159,"@dyosa04 @DavidSumaj @lancelot_xbal ya en casita recluido en el convento no hay ni un alma #sefue la feria #zuheros",-1,es,"2015-08-16 21:41:16 +0000",,156
160,"127 #MTVHottest  Katy Perry 🍃 Rihanna 🍃 Lady Gaga 🍃 Meghan Trainor 🍃 Nicki Minaj 🍃",0,en,"2015-08-16 21:41:16 +0000",,157
161,"RT @agkloub: فكرة جميلة http://t.co/VzpiwzIxzu",0,ar,"2015-08-16 21:41:17 +0000",,158
162,"雨降ってるし
自転車パンクしたし
傘壊した
叫びたい",0,ja,"2015-08-16 21:41:17 +0000",,159
163,"もも気になる？あとちょっとだよ踏ん張れ",0,ja,"2015-08-16 21:41:17 +0000",,160
164,"كل فطيموه ؟؟ يمه عليهاا لساان يطلعنا بره البيت",0,ar,"2015-08-16 21:41:17 +0000",,161
165,"RT @Majdy9999: لاتمل من التوبه حتى وإن تكرر الذنب
اليس كلما إتسخ ثوبك
 غسلته !
كذلك كلما اذنبت إستغفر ربك ليغفر لك.",0,ar,"2015-08-16 21:41:17 +0000",,162
166,"RT @diafeliz_94z: 150816 EXOluxionHongkong 프리뷰 종인 세훈. 
내찌통 ㅠㅜ http://t.co/yf6Dha8FiS",0,ko,"2015-08-16 21:41:17 +0000",,163
167,"@keisanm おはようございます(^^)盆休み 終わって 今日から 仕事 良い日になりますように",0,ja,"2015-08-16 21:41:17 +0000",,164
168,"RT @OneDrecti0nFans: OMG IN TEARS! :')

WATCH AND PLEASE SHARE!

#DragMeDownDay 
#MTVHottest One Direction 

http://t.co/1AaIXwbi9Y",0,en,"2015-08-16 21:41:17 +0000",,165
169,"КНР пересмотрит систему контроля за взрывчатыми веществами",0,ru,"2015-08-16 21:41:17 +0000",,166
170,"香月 / 48歳
T.164cm  B.86cm（C）  W.61cm  H.89cm
上品な雰囲気と大人の色気を漂わせる熟女奥様。 http://t.co/uvTkcvj7hP",0,ja,"2015-08-16 21:41:17 +0000",,167
171,"RT @marca: #UltimaHora Mancini confirma la salida de Kovacic http://t.co/sIuWKL41Oj http://t.co/xfzpfnUwEd",0,es,"2015-08-16 21:41:17 +0000",,168
172,"RT @YakYakii: قم فيها مطار ياجماعه
حسبي الله على الفرس المجوس الا طول هالسنوات يتعبونا يخلونا ننزل في طهران ونضرب مشوار الى قم بسياره

#ترى…",0,ar,"2015-08-16 21:41:17 +0000",,169
173,216,0,und,"2015-08-16 21:41:17 +0000",,170
174,"بعرف منك الي ولا رح بتكوني يوم .. بعرف هوانا مرحلي واقف ع باب اللوم ..",0,ar,"2015-08-16 21:41:17 +0000",,171
175,"RT @Karol_LuceroV: Animando @FestiGame 2015🎮 https://t.co/vQ3D1QseQL http://t.co/8Rv18aP70l",0,es,"2015-08-16 21:41:17 +0000",,172
176,"Los meses previos a la celebración de los Juegos Olímpicos de Río de Janeiro están deparando un sinfín de noticias polémicas relacion...",0,es,"2015-08-16 21:41:17 +0000",,173
177,"Ou cinza😍",0,pt,"2015-08-16 21:41:17 +0000",,174
178,"Nelson Semedo, que classe :)
mas alguém se lembra do maxi com 31 anos que foi ganhar a reforma para os morcões?
#CarregaBenfica triiiiiiiiii",0,pt,"2015-08-16 21:41:17 +0000",,175
179,"Mannn fr 😴💯💯 https://t.co/nFEN58pf6D",0,en,"2015-08-16 21:41:17 +0000",,176
180,"RT @LostFoundPetsNJ: The line for #cleartheshelters at Animal Welfare Association in Voorhees! 45 kitties, 13 doggies adopted today! http:/…",0,en,"2015-08-16 21:41:17 +0000",,177
181,"結婚式の体験レポート「終始笑顔の結婚式でした 」  ⇒ http://t.co/ScM4hWAHbZ 静岡・浜松・富士・沼津のすてきなウエディング ⇒ http://t.co/hjBrXjWPgx",0,ja,"2015-08-16 21:41:17 +0000",,178
